id_vente,date,id_client,nom_client,region,id_produit,nom_produit,categorie,qte,prix_unitaire_Ar,remise_%,total_Ar,marge_Ar
V1202,2025-10-28,C006,Alimentation Ambilobe,Ambilobe,P004,Huile Hina 5L,Huile,14,33000,0,462000.0,70000.0
V1203,2025-10-28,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,12,30000,0,360000.0,60000.0
V1204,2025-10-29,C003,Hotel Constance Nosy Be,Nosy Be,P013,Boite Sardine 10pcs,Conserve,14,18000,5,239400.0,29400.0
V1205,2025-10-29,C001,Epicerie Amina,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,2,3200,0,6400.0,1400.0
V1206,2025-10-29,C003,Hotel Constance Nosy Be,Nosy Be,P011,Savon Nosy 1 carton,Hygiène,2,50000,0,100000.0,16000.0
V1207,2025-10-29,C005,Quincaillerie Diego,Antsiranana,P001,Riz Maka 25kg,Riz,39,65000,0,2535000.0,390000.0
V1208,2025-10-29,C004,Epicerie Madiro,Ambanja,P002,Riz Tsipala 50kg,Riz,17,130000,5,2099500.0,229500.0
V1209,2025-10-29,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,13,32000,0,416000.0,91000.0
V1210,2025-10-29,C006,Alimentation Ambilobe,Ambilobe,P015,Pâtes Spaghetti 500g,Pâtes,13,3200,0,41600.0,9100.0
V1211,2025-10-29,C002,Score Jumbo,Antsiranana,P009,Lait Nido 2kg,Lait,9,78000,0,702000.0,117000.0
V1212,2025-10-29,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,10,43200.0,5700.0
V1213,2025-10-30,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,1,33000,10,29700.0,1700.0
V1214,2025-10-30,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,12,2800,0,33600.0,7200.0
V1215,2025-10-30,C003,Hotel Constance Nosy Be,Nosy Be,P018,Coca 1 pack 33cl,Boisson,1,15000,5,14250.0,2250.0
V1216,2025-10-30,C004,Epicerie Madiro,Ambanja,P003,Huile Ril 20L,Huile,4,98000,0,392000.0,52000.0
V1217,2025-10-30,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,11,33000,0,363000.0,55000.0
V1218,2025-10-30,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,9,4500,10,36450.0,4950.0
V1219,2025-10-30,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,14,30000,0,420000.0,70000.0
V1220,2025-10-31,C004,Epicerie Madiro,Ambanja,P008,Farine 1kg,Farine,8,2800,5,21280.0,3680.0
V1221,2025-10-31,C002,Score Jumbo,Antsiranana,P013,Boite Sardine 10pcs,Conserve,4,18000,5,68400.0,8400.0
V1222,2025-10-31,C005,Quincaillerie Diego,Antsiranana,P005,Sucre Blanc 1kg,Sucre,14,4000,0,56000.0,11200.0
V1223,2025-10-31,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,6,30000,5,171000.0,21000.0
V1224,2025-10-31,C003,Hotel Constance Nosy Be,Nosy Be,P001,Riz Maka 25kg,Riz,23,65000,10,1345500.0,80500.0
V1225,2025-10-31,C003,Hotel Constance Nosy Be,Nosy Be,P019,Ciment Holcim 50kg,Matériaux,10,45000,10,405000.0,25000.0
V1226,2025-10-31,C004,Epicerie Madiro,Ambanja,P005,Sucre Blanc 1kg,Sucre,8,4000,5,30400.0,4800.0
V1227,2025-10-31,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,6,10000,5,57000.0,9000.0
V1228,2025-10-31,C005,Quincaillerie Diego,Antsiranana,P013,Boite Sardine 10pcs,Conserve,8,18000,0,144000.0,24000.0
V1229,2025-10-31,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,10,2800,0,28000.0,6000.0
V1230,2025-10-31,C002,Score Jumbo,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,1,30000,0,30000.0,5000.0
V1231,2025-11-01,C006,Alimentation Ambilobe,Ambilobe,P016,Biscuit Gold 1 carton,Biscuit,12,22000,0,264000.0,48000.0
V1232,2025-11-01,C004,Epicerie Madiro,Ambanja,P005,Sucre Blanc 1kg,Sucre,8,4000,0,32000.0,6400.0
V1233,2025-11-01,C002,Score Jumbo,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,10,10000,0,100000.0,20000.0
V1234,2025-11-01,C001,Epicerie Amina,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,2,3200,5,6080.0,1080.0
V1235,2025-11-01,C004,Epicerie Madiro,Ambanja,P001,Riz Maka 25kg,Riz,14,65000,0,910000.0,140000.0
V1236,2025-11-01,C006,Alimentation Ambilobe,Ambilobe,P005,Sucre Blanc 1kg,Sucre,2,4000,0,8000.0,1600.0
V1237,2025-11-01,C003,Hotel Constance Nosy Be,Nosy Be,P011,Savon Nosy 1 carton,Hygiène,10,50000,10,450000.0,30000.0
V1238,2025-11-01,C004,Epicerie Madiro,Ambanja,P003,Huile Ril 20L,Huile,14,98000,0,1372000.0,182000.0
V1239,2025-11-02,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,7,15000,0,105000.0,21000.0
V1240,2025-11-02,C006,Alimentation Ambilobe,Ambilobe,P016,Biscuit Gold 1 carton,Biscuit,14,22000,5,292600.0,40600.0
V1241,2025-11-02,C001,Epicerie Amina,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,2,32000,0,64000.0,14000.0
V1242,2025-11-03,C006,Alimentation Ambilobe,Ambilobe,P010,Lait Bonnet Rouge 450g,Lait,4,4500,10,16200.0,2200.0
V1243,2025-11-03,C001,Epicerie Amina,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,2,30000,10,54000.0,4000.0
V1244,2025-11-04,C006,Alimentation Ambilobe,Ambilobe,P004,Huile Hina 5L,Huile,8,33000,0,264000.0,40000.0
V1245,2025-11-04,C006,Alimentation Ambilobe,Ambilobe,P010,Lait Bonnet Rouge 450g,Lait,15,4500,0,67500.0,15000.0
V1246,2025-11-04,C001,Epicerie Amina,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,13,50000,0,650000.0,104000.0
V1247,2025-11-05,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,6,10000,0,60000.0,12000.0
V1248,2025-11-05,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,9,2800,0,25200.0,5400.0
V1249,2025-11-05,C005,Quincaillerie Diego,Antsiranana,P006,Sucre Roux 1kg,Sucre,3,3800,0,11400.0,2400.0
V1250,2025-11-05,C001,Epicerie Amina,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,14,32000,0,448000.0,98000.0
V1251,2025-11-06,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,8,2800,5,21280.0,3680.0
V1252,2025-11-06,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,8,2800,10,20160.0,2560.0
V1253,2025-11-06,C003,Hotel Constance Nosy Be,Nosy Be,P015,Pâtes Spaghetti 500g,Pâtes,5,3200,10,14400.0,1900.0
V1254,2025-11-06,C001,Epicerie Amina,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,0,48000.0,10500.0
V1255,2025-11-06,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,3,15000,0,45000.0,9000.0
V1256,2025-11-07,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,10,10000,0,100000.0,20000.0
V1257,2025-11-07,C006,Alimentation Ambilobe,Ambilobe,P014,Tomate concentrée 1 carton,Conserve,12,30000,0,360000.0,60000.0
V1258,2025-11-07,C004,Epicerie Madiro,Ambanja,P010,Lait Bonnet Rouge 450g,Lait,4,4500,0,18000.0,4000.0
V1259,2025-11-07,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,4,33000,0,132000.0,20000.0
V1260,2025-11-07,C005,Quincaillerie Diego,Antsiranana,P012,Omo 1kg,Hygiène,10,10000,0,100000.0,20000.0
V1261,2025-11-08,C006,Alimentation Ambilobe,Ambilobe,P010,Lait Bonnet Rouge 450g,Lait,1,4500,10,4050.0,550.0
V1262,2025-11-08,C004,Epicerie Madiro,Ambanja,P009,Lait Nido 2kg,Lait,1,78000,5,74100.0,9100.0
V1263,2025-11-08,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,36,130000,0,4680000.0,720000.0
V1264,2025-11-08,C002,Score Jumbo,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,13,32000,0,416000.0,91000.0
V1265,2025-11-09,C002,Score Jumbo,Antsiranana,P007,Farine 25kg,Farine,10,54000,0,540000.0,90000.0
V1266,2025-11-09,C006,Alimentation Ambilobe,Ambilobe,P005,Sucre Blanc 1kg,Sucre,11,4000,0,44000.0,8800.0
V1267,2025-11-09,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,24,130000,0,3120000.0,480000.0
V1268,2025-11-10,C001,Epicerie Amina,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,6,45000,10,243000.0,15000.0
V1269,2025-11-10,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,15,98000,0,1470000.0,195000.0
V1270,2025-11-10,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,3,30000,0,90000.0,15000.0
V1271,2025-11-10,C002,Score Jumbo,Antsiranana,P018,Coca 1 pack 33cl,Boisson,15,15000,0,225000.0,45000.0
V1272,2025-11-10,C005,Quincaillerie Diego,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,15,10000,0,150000.0,30000.0
V1273,2025-11-10,C002,Score Jumbo,Antsiranana,P009,Lait Nido 2kg,Lait,15,78000,0,1170000.0,195000.0
V1274,2025-11-10,C003,Hotel Constance Nosy Be,Nosy Be,P011,Savon Nosy 1 carton,Hygiène,13,50000,0,650000.0,104000.0
V1275,2025-11-10,C004,Epicerie Madiro,Ambanja,P003,Huile Ril 20L,Huile,3,98000,0,294000.0,39000.0
V1276,2025-11-11,C006,Alimentation Ambilobe,Ambilobe,P013,Boite Sardine 10pcs,Conserve,14,18000,5,239400.0,29400.0
V1277,2025-11-11,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,13,98000,0,1274000.0,169000.0
V1278,2025-11-12,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,9,78000,0,702000.0,117000.0
V1279,2025-11-13,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,11,10000,10,99000.0,11000.0
V1280,2025-11-13,C006,Alimentation Ambilobe,Ambilobe,P009,Lait Nido 2kg,Lait,10,78000,0,780000.0,130000.0
V1281,2025-11-13,C006,Alimentation Ambilobe,Ambilobe,P012,Omo 1kg,Hygiène,2,10000,10,18000.0,2000.0
V1282,2025-11-13,C002,Score Jumbo,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,1,22000,5,20900.0,2900.0
V1283,2025-11-14,C005,Quincaillerie Diego,Antsiranana,P011,Savon Nosy 1 carton,Hygiène,15,50000,5,712500.0,82500.0
V1284,2025-11-14,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,11,98000,0,1078000.0,143000.0
V1285,2025-11-14,C006,Alimentation Ambilobe,Ambilobe,P010,Lait Bonnet Rouge 450g,Lait,11,4500,0,49500.0,11000.0
V1286,2025-11-14,C001,Epicerie Amina,Antsiranana,P005,Sucre Blanc 1kg,Sucre,1,4000,0,4000.0,800.0
V1287,2025-11-14,C003,Hotel Constance Nosy Be,Nosy Be,P016,Biscuit Gold 1 carton,Biscuit,2,22000,0,44000.0,8000.0
V1288,2025-11-15,C002,Score Jumbo,Antsiranana,P018,Coca 1 pack 33cl,Boisson,3,15000,0,45000.0,9000.0
V1289,2025-11-15,C004,Epicerie Madiro,Ambanja,P012,Omo 1kg,Hygiène,11,10000,10,99000.0,11000.0
V1290,2025-11-15,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,7,15000,5,99750.0,15750.0
V1291,2025-11-15,C006,Alimentation Ambilobe,Ambilobe,P005,Sucre Blanc 1kg,Sucre,15,4000,0,60000.0,12000.0
V1292,2025-11-16,C006,Alimentation Ambilobe,Ambilobe,P004,Huile Hina 5L,Huile,14,33000,0,462000.0,70000.0
V1293,2025-11-16,C005,Quincaillerie Diego,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,5,30000,0,150000.0,25000.0
V1294,2025-11-16,C006,Alimentation Ambilobe,Ambilobe,P012,Omo 1kg,Hygiène,4,10000,0,40000.0,8000.0
V1295,2025-11-17,C004,Epicerie Madiro,Ambanja,P008,Farine 1kg,Farine,14,2800,0,39200.0,8400.0
V1296,2025-11-17,C001,Epicerie Amina,Antsiranana,P012,Omo 1kg,Hygiène,9,10000,10,81000.0,9000.0
V1297,2025-11-17,C003,Hotel Constance Nosy Be,Nosy Be,P002,Riz Tsipala 50kg,Riz,30,130000,0,3900000.0,600000.0
V1298,2025-11-17,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,14,33000,0,462000.0,70000.0
V1299,2025-11-18,C001,Epicerie Amina,Antsiranana,P007,Farine 25kg,Farine,11,54000,10,534600.0,39600.0
V1300,2025-11-18,C005,Quincaillerie Diego,Antsiranana,P001,Riz Maka 25kg,Riz,8,65000,0,520000.0,80000.0
V1301,2025-11-18,C002,Score Jumbo,Antsiranana,P005,Sucre Blanc 1kg,Sucre,13,4000,5,49400.0,7800.0
V1302,2025-11-18,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,14,98000,5,1303400.0,113400.0
V1303,2025-11-18,C002,Score Jumbo,Antsiranana,P019,Ciment Holcim 50kg,Matériaux,4,45000,0,180000.0,28000.0
V1304,2025-11-18,C003,Hotel Constance Nosy Be,Nosy Be,P005,Sucre Blanc 1kg,Sucre,13,4000,5,49400.0,7800.0
V1305,2025-11-18,C001,Epicerie Amina,Antsiranana,P009,Lait Nido 2kg,Lait,14,78000,0,1092000.0,182000.0
V1306,2025-11-18,C002,Score Jumbo,Antsiranana,P018,Coca 1 pack 33cl,Boisson,5,15000,0,75000.0,15000.0
V1307,2025-11-19,C001,Epicerie Amina,Antsiranana,P001,Riz Maka 25kg,Riz,13,65000,0,845000.0,130000.0
V1308,2025-11-19,C003,Hotel Constance Nosy Be,Nosy Be,P008,Farine 1kg,Farine,10,2800,0,28000.0,6000.0
V1309,2025-11-20,C001,Epicerie Amina,Antsiranana,P006,Sucre Roux 1kg,Sucre,5,3800,0,19000.0,4000.0
V1310,2025-11-20,C002,Score Jumbo,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,9,30000,0,270000.0,45000.0
V1311,2025-11-21,C006,Alimentation Ambilobe,Ambilobe,P003,Huile Ril 20L,Huile,8,98000,0,784000.0,104000.0
V1312,2025-11-21,C003,Hotel Constance Nosy Be,Nosy Be,P017,Eau Vive 1 pack 1.5L,Boisson,10,10000,0,100000.0,20000.0
V1313,2025-11-22,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,4,10000,5,38000.0,6000.0
V1314,2025-11-22,C001,Epicerie Amina,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,5,10000,0,50000.0,10000.0
V1315,2025-11-22,C006,Alimentation Ambilobe,Ambilobe,P001,Riz Maka 25kg,Riz,8,65000,0,520000.0,80000.0
V1316,2025-11-22,C004,Epicerie Madiro,Ambanja,P014,Tomate concentrée 1 carton,Conserve,11,30000,0,330000.0,55000.0
V1317,2025-11-22,C004,Epicerie Madiro,Ambanja,P015,Pâtes Spaghetti 500g,Pâtes,2,3200,0,6400.0,1400.0
V1318,2025-11-22,C003,Hotel Constance Nosy Be,Nosy Be,P020,Tôles 3m galvanisées,Matériaux,3,32000,0,96000.0,21000.0
V1319,2025-11-22,C002,Score Jumbo,Antsiranana,P009,Lait Nido 2kg,Lait,10,78000,10,702000.0,52000.0
V1320,2025-11-23,C005,Quincaillerie Diego,Antsiranana,P018,Coca 1 pack 33cl,Boisson,12,15000,0,180000.0,36000.0
V1321,2025-11-23,C004,Epicerie Madiro,Ambanja,P020,Tôles 3m galvanisées,Matériaux,9,32000,0,288000.0,63000.0
V1322,2025-11-23,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,10,10000,0,100000.0,20000.0
V1323,2025-11-23,C001,Epicerie Amina,Antsiranana,P004,Huile Hina 5L,Huile,14,33000,10,415800.0,23800.0
V1324,2025-11-23,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,12,15000,0,180000.0,36000.0
V1325,2025-11-23,C004,Epicerie Madiro,Ambanja,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,0,48000.0,10500.0
V1326,2025-11-24,C004,Epicerie Madiro,Ambanja,P011,Savon Nosy 1 carton,Hygiène,14,50000,0,700000.0,112000.0
V1327,2025-11-24,C004,Epicerie Madiro,Ambanja,P014,Tomate concentrée 1 carton,Conserve,12,30000,0,360000.0,60000.0
V1328,2025-11-24,C003,Hotel Constance Nosy Be,Nosy Be,P014,Tomate concentrée 1 carton,Conserve,6,30000,10,162000.0,12000.0
V1329,2025-11-24,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,3,10000,10,27000.0,3000.0
V1330,2025-11-24,C004,Epicerie Madiro,Ambanja,P003,Huile Ril 20L,Huile,2,98000,0,196000.0,26000.0
V1331,2025-11-24,C001,Epicerie Amina,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,2,30000,10,54000.0,4000.0
V1332,2025-11-24,C006,Alimentation Ambilobe,Ambilobe,P012,Omo 1kg,Hygiène,13,10000,0,130000.0,26000.0
V1333,2025-11-25,C005,Quincaillerie Diego,Antsiranana,P002,Riz Tsipala 50kg,Riz,40,130000,5,4940000.0,540000.0
V1334,2025-11-25,C003,Hotel Constance Nosy Be,Nosy Be,P004,Huile Hina 5L,Huile,7,33000,0,231000.0,35000.0
V1335,2025-11-25,C006,Alimentation Ambilobe,Ambilobe,P014,Tomate concentrée 1 carton,Conserve,14,30000,10,378000.0,28000.0
V1336,2025-11-25,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,10,4500,0,45000.0,10000.0
V1337,2025-11-25,C003,Hotel Constance Nosy Be,Nosy Be,P004,Huile Hina 5L,Huile,10,33000,5,313500.0,33500.0
V1338,2025-11-25,C002,Score Jumbo,Antsiranana,P005,Sucre Blanc 1kg,Sucre,11,4000,0,44000.0,8800.0
V1339,2025-11-26,C002,Score Jumbo,Antsiranana,P004,Huile Hina 5L,Huile,6,33000,5,188100.0,20100.0
V1340,2025-11-26,C003,Hotel Constance Nosy Be,Nosy Be,P004,Huile Hina 5L,Huile,13,33000,0,429000.0,65000.0
V1341,2025-11-26,C005,Quincaillerie Diego,Antsiranana,P008,Farine 1kg,Farine,13,2800,0,36400.0,7800.0
V1342,2025-11-26,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,10,32000,10,288000.0,38000.0
V1343,2025-11-26,C006,Alimentation Ambilobe,Ambilobe,P018,Coca 1 pack 33cl,Boisson,1,15000,5,14250.0,2250.0
V1344,2025-11-26,C006,Alimentation Ambilobe,Ambilobe,P009,Lait Nido 2kg,Lait,1,78000,0,78000.0,13000.0
V1345,2025-11-26,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,15,4500,0,67500.0,15000.0
V1346,2025-11-27,C003,Hotel Constance Nosy Be,Nosy Be,P001,Riz Maka 25kg,Riz,16,65000,0,1040000.0,160000.0
V1347,2025-11-27,C005,Quincaillerie Diego,Antsiranana,P013,Boite Sardine 10pcs,Conserve,2,18000,0,36000.0,6000.0
V1348,2025-11-27,C006,Alimentation Ambilobe,Ambilobe,P001,Riz Maka 25kg,Riz,10,65000,10,585000.0,35000.0
V1349,2025-11-27,C005,Quincaillerie Diego,Antsiranana,P007,Farine 25kg,Farine,7,54000,0,378000.0,63000.0
V1350,2025-11-27,C004,Epicerie Madiro,Ambanja,P011,Savon Nosy 1 carton,Hygiène,3,50000,0,150000.0,24000.0
V1351,2025-11-27,C003,Hotel Constance Nosy Be,Nosy Be,P011,Savon Nosy 1 carton,Hygiène,13,50000,5,617500.0,71500.0
V1352,2025-11-28,C005,Quincaillerie Diego,Antsiranana,P003,Huile Ril 20L,Huile,15,98000,0,1470000.0,195000.0
V1353,2025-11-28,C002,Score Jumbo,Antsiranana,P006,Sucre Roux 1kg,Sucre,13,3800,5,46930.0,7930.0
V1354,2025-11-28,C001,Epicerie Amina,Antsiranana,P003,Huile Ril 20L,Huile,5,98000,0,490000.0,65000.0
V1355,2025-11-28,C006,Alimentation Ambilobe,Ambilobe,P014,Tomate concentrée 1 carton,Conserve,8,30000,5,228000.0,28000.0
V1356,2025-11-29,C004,Epicerie Madiro,Ambanja,P014,Tomate concentrée 1 carton,Conserve,5,30000,0,150000.0,25000.0
V1357,2025-11-29,C005,Quincaillerie Diego,Antsiranana,P004,Huile Hina 5L,Huile,6,33000,0,198000.0,30000.0
V1358,2025-11-30,C001,Epicerie Amina,Antsiranana,P010,Lait Bonnet Rouge 450g,Lait,11,4500,10,44550.0,6050.0
V1359,2025-11-30,C005,Quincaillerie Diego,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,9,22000,10,178200.0,16200.0
V1360,2025-11-30,C003,Hotel Constance Nosy Be,Nosy Be,P002,Riz Tsipala 50kg,Riz,19,130000,0,2470000.0,380000.0
V1361,2025-12-01,C005,Quincaillerie Diego,Antsiranana,P002,Riz Tsipala 50kg,Riz,5,130000,0,650000.0,100000.0
V1362,2025-12-01,C003,Hotel Constance Nosy Be,Nosy Be,P007,Farine 25kg,Farine,13,54000,0,702000.0,117000.0
V1363,2025-12-01,C003,Hotel Constance Nosy Be,Nosy Be,P010,Lait Bonnet Rouge 450g,Lait,6,4500,0,27000.0,6000.0
V1364,2025-12-01,C001,Epicerie Amina,Antsiranana,P016,Biscuit Gold 1 carton,Biscuit,12,22000,0,264000.0,48000.0
V1365,2025-12-01,C002,Score Jumbo,Antsiranana,P005,Sucre Blanc 1kg,Sucre,7,4000,5,26600.0,4200.0
V1366,2025-12-02,C006,Alimentation Ambilobe,Ambilobe,P008,Farine 1kg,Farine,9,2800,5,23940.0,4140.0
V1367,2025-12-02,C006,Alimentation Ambilobe,Ambilobe,P012,Omo 1kg,Hygiène,2,10000,0,20000.0,4000.0
V1368,2025-12-02,C006,Alimentation Ambilobe,Ambilobe,P002,Riz Tsipala 50kg,Riz,32,130000,0,4160000.0,640000.0
V1369,2025-12-02,C004,Epicerie Madiro,Ambanja,P003,Huile Ril 20L,Huile,14,98000,0,1372000.0,182000.0
V1370,2025-12-02,C005,Quincaillerie Diego,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,10,30000,0,300000.0,50000.0
V1371,2025-12-02,C006,Alimentation Ambilobe,Ambilobe,P014,Tomate concentrée 1 carton,Conserve,5,30000,0,150000.0,25000.0
V1372,2025-12-02,C004,Epicerie Madiro,Ambanja,P001,Riz Maka 25kg,Riz,25,65000,0,1625000.0,250000.0
V1373,2025-12-02,C005,Quincaillerie Diego,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,14,3200,10,40320.0,5320.0
V1374,2025-12-02,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,7,98000,0,686000.0,91000.0
V1375,2025-12-02,C002,Score Jumbo,Antsiranana,P014,Tomate concentrée 1 carton,Conserve,10,30000,0,300000.0,50000.0
V1376,2025-12-02,C005,Quincaillerie Diego,Antsiranana,P003,Huile Ril 20L,Huile,7,98000,0,686000.0,91000.0
V1377,2025-12-02,C006,Alimentation Ambilobe,Ambilobe,P011,Savon Nosy 1 carton,Hygiène,4,50000,0,200000.0,32000.0
V1378,2025-12-02,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,9,98000,10,793800.0,28800.0
V1379,2025-12-03,C001,Epicerie Amina,Antsiranana,P017,Eau Vive 1 pack 1.5L,Boisson,9,10000,0,90000.0,18000.0
V1380,2025-12-03,C003,Hotel Constance Nosy Be,Nosy Be,P012,Omo 1kg,Hygiène,12,10000,10,108000.0,12000.0
V1381,2025-12-03,C002,Score Jumbo,Antsiranana,P008,Farine 1kg,Farine,2,2800,0,5600.0,1200.0
V1382,2025-12-04,C003,Hotel Constance Nosy Be,Nosy Be,P007,Farine 25kg,Farine,3,54000,5,153900.0,18900.0
V1383,2025-12-04,C002,Score Jumbo,Antsiranana,P003,Huile Ril 20L,Huile,3,98000,10,264600.0,9600.0
V1384,2025-12-04,C004,Epicerie Madiro,Ambanja,P015,Pâtes Spaghetti 500g,Pâtes,13,3200,5,39520.0,7020.0
V1385,2025-12-04,C005,Quincaillerie Diego,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,11,3200,5,33440.0,5940.0
V1386,2025-12-04,C006,Alimentation Ambilobe,Ambilobe,P020,Tôles 3m galvanisées,Matériaux,6,32000,10,172800.0,22800.0
V1387,2025-12-04,C003,Hotel Constance Nosy Be,Nosy Be,P005,Sucre Blanc 1kg,Sucre,8,4000,0,32000.0,6400.0
V1388,2025-12-04,C004,Epicerie Madiro,Ambanja,P015,Pâtes Spaghetti 500g,Pâtes,11,3200,0,35200.0,7700.0
V1389,2025-12-04,C003,Hotel Constance Nosy Be,Nosy Be,P019,Ciment Holcim 50kg,Matériaux,1,45000,0,45000.0,7000.0
V1390,2025-12-04,C005,Quincaillerie Diego,Antsiranana,P003,Huile Ril 20L,Huile,5,98000,0,490000.0,65000.0
V1391,2025-12-05,C004,Epicerie Madiro,Ambanja,P002,Riz Tsipala 50kg,Riz,8,130000,0,1040000.0,160000.0
V1392,2025-12-05,C003,Hotel Constance Nosy Be,Nosy Be,P003,Huile Ril 20L,Huile,11,98000,0,1078000.0,143000.0
V1393,2025-12-05,C005,Quincaillerie Diego,Antsiranana,P020,Tôles 3m galvanisées,Matériaux,9,32000,0,288000.0,63000.0
V1394,2025-12-05,C004,Epicerie Madiro,Ambanja,P019,Ciment Holcim 50kg,Matériaux,9,45000,10,364500.0,22500.0
V1395,2025-12-05,C001,Epicerie Amina,Antsiranana,P015,Pâtes Spaghetti 500g,Pâtes,15,3200,5,45600.0,8100.0
V1396,2025-12-06,C006,Alimentation Ambilobe,Ambilobe,P007,Farine 25kg,Farine,6,54000,5,307800.0,37800.0
V1397,2025-12-06,C004,Epicerie Madiro,Ambanja,P017,Eau Vive 1 pack 1.5L,Boisson,3,10000,0,30000.0,6000.0
V1398,2025-12-06,C004,Epicerie Madiro,Ambanja,P004,Huile Hina 5L,Huile,13,33000,0,429000.0,65000.0
V1399,2025-12-06,C006,Alimentation Ambilobe,Ambilobe,P003,Huile Ril 20L,Huile,9,98000,10,793800.0,28800.0
V1400,2025-12-06,C002,Score Jumbo,Antsiranana,P002,Riz Tsipala 50kg,Riz,20,130000,10,2340000.0,140000.0
V1401,2025-12-06,C004,Epicerie Madiro,Ambanja,P015,Pâtes Spaghetti 500g,Pâtes,9,3200,5,27360.0,4860.0
V1402,2025-12-06,C005,Quincaillerie Diego,Antsiranana,P006,Sucre Roux 1kg,Sucre,6,3800,0,22800.0,4800.0
V1403,2025-12-06,C003,Hotel Constance Nosy Be,Nosy Be,P013,Boite Sardine 10pcs,Conserve,7,18000,0,126000.0,21000.0
